Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
DoubleDelta -75,100000006,5434.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6425.48,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -76,100000006,5345.89,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6136.77,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -77,100000006,5512.39,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6430.53,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -78,100000006,5588.82,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6206.52,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -79,100000006,5295.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6139.28,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -80,100000006,6030.31,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6267.51,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -60,100000006,5341.09,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6020.45,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -61,100000006,5504.07,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5516.81,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -62,100000006,5243.23,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6112.81,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -63,100000006,5400.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5996.92,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -64,100000006,4670.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6043.28,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -65,100000006,5184.03,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5595.71,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -66,100000006,4781.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5302.19,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -67,100000006,3924.47,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5412.06,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -68,100000006,5486.38,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5453.28,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -69,100000006,5259.81,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5672.92,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -70,100000006,5311.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5725.98,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -71,100000006,5557.97,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5603.68,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -72,100000006,5056.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5921.91,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -73,100000006,4803.78,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5234.39,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -74,100000006,4283.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5496.41,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -75,100000006,5012.02,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5468.42,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -76,100000006,4960.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5610.83,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -77,100000006,5054.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5946.92,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -78,100000006,5542.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5870.49,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -79,100000006,5220.88,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5906.86,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -80,100000006,5586.03,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5950.19,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -40,100000006,5792.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6519.2,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -41,100000006,4986.27,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6546.96,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -42,100000006,5577.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6280.19,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -43,100000006,5357.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6280.39,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -44,100000006,5864.91,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6375.91,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -45,100000006,5133.42,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6567.47,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -46,100000006,5601.63,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6289.42,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -47,100000006,5226.37,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6309.87,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -48,100000006,6163.89,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6323.12,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -49,100000006,5640.27,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6327.33,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -50,100000006,5576.08,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6253.48,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -51,100000006,5689.52,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6255.16,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -52,100000006,5311.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6170.68,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -53,100000006,5688.11,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6234.11,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -54,100000006,5723.36,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6398.68,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -55,100000006,5580.63,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6321.46,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -56,100000006,5708.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6082.99,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -57,100000006,5158.24,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6461.64,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -58,100000006,5317.25,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6203.68,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
Delta -59,100000006,5759.31,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6447.08,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -40,100000006,5182.22,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6180.57,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -41,100000006,5849.46,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6253.42,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -42,100000006,5689.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6263.94,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -43,100000006,5780.73,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6377.73,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -44,100000006,5729.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6289.23,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -45,100000006,5524.83,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6473.49,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -46,100000006,5812.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6377.46,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -47,100000006,5313.85,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6463.28,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -48,100000006,5123.24,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6287.31,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -49,100000006,5812.6,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6421.7,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -50,100000006,5269.01,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6124.8,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -51,100000006,6055.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6258.17,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -52,100000006,5849.02,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6449.45,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -53,100000006,5892.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6370.61,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -54,100000006,5459.99,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6190.05,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -55,100000006,5145.65,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6260.59,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -56,100000006,5634.99,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6532.27,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -57,100000006,6006.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5995.6,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -58,100000006,5116.31,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6389.95,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
DoubleDelta -59,100000006,5754.08,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6340.58,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -40,100000006,4696.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5134.5,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -41,100000006,5054.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5355.07,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -42,100000006,5259.47,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5454.26,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -43,100000006,5710.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5552.19,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -44,100000006,5265.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5512.02,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -45,100000006,5964.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5763.07,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -46,100000006,5355.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5755.32,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -47,100000006,4919.06,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5737.5,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -48,100000006,5614.74,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5828.94,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -49,100000006,5559.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5845.21,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -50,100000006,5573.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5855.24,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -51,100000006,5157.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5968.18,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -52,100000006,5133.39,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6005.33,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -53,100000006,5539.26,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6022.93,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -54,100000006,5496.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6070.22,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -55,100000006,5495.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6055.99,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -56,100000006,5223.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6008.11,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -57,100000006,5200.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,6076.4,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -58,100000006,5495.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5874.98,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
FIRE -59,100000006,5216.42,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=1.dat,5812.29,/synthetic/synth_100M_u8_ratio=1.dat,-1,10,8,c,100000000,None,100.0
