Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SprintzDelta_Huf -78,23321666,517.99,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1277.38,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,23.32
SprintzDelta_Huf -79,23437936,518.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1264.65,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,23.44
SprintzDelta_Huf -80,22866140,516.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1290.04,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.87
SprintzXff_Huf -40,21740177,368.94,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1155.37,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.74
SprintzXff_Huf -41,22661553,356.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1096.17,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.66
SprintzXff_Huf -42,22461219,361.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1137.96,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.46
SprintzXff_Huf -43,22106569,358.52,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1140.58,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.11
SprintzXff_Huf -44,21668222,361.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1162.73,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.67
SprintzXff_Huf -45,22333014,362.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1165.84,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.33
SprintzXff_Huf -46,22279873,361.25,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1175.31,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.28
SprintzXff_Huf -47,22091368,367.48,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1182.96,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.09
SprintzXff_Huf -48,21823775,356.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1210.85,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.82
SprintzXff_Huf -49,22530363,361.66,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1180.2,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.53
SprintzXff_Huf -50,22636312,368.09,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1169.58,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.64
SprintzXff_Huf -51,22169117,362.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1194.82,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.17
SprintzXff_Huf -52,22077001,365.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1211.57,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.08
SprintzXff_Huf -53,22400076,361.94,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1200.49,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.4
SprintzXff_Huf -54,22634443,368.75,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1203.38,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.63
SprintzXff_Huf -55,22271418,365.66,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1224.19,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.27
SprintzXff_Huf -56,21827333,366.91,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1243.69,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.83
SprintzXff_Huf -57,22663092,368.07,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1214.89,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.66
SprintzXff_Huf -58,22543423,366.44,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1203.9,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.54
SprintzXff_Huf -59,22273206,369.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1224.98,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.27
SprintzXff_Huf -60,21942015,366.09,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1228.28,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.94
SprintzXff_Huf -61,22316036,365.92,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1249.07,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.32
SprintzXff_Huf -62,22272437,362.22,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1235.16,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.27
SprintzXff_Huf -63,22092778,363.52,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1252.63,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.09
SprintzXff_Huf -64,21808884,368.44,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1253.98,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,21.81
SprintzXff_Huf -65,22232724,368.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1141.41,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.23
SprintzXff_Huf -66,22274698,363.46,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1149.05,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.27
SprintzXff_Huf -67,22167349,367.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1138.21,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.17
SprintzXff_Huf -68,22000897,367.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1146.7,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.0
SprintzXff_Huf -69,22428230,362.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1150.54,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.43
SprintzXff_Huf -70,22539126,368.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1167.63,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.54
SprintzXff_Huf -71,22520796,370.25,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1174.32,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.52
SprintzXff_Huf -72,22432503,370.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1170.18,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.43
SprintzXff_Huf -73,22282853,364.17,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1164.61,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.28
SprintzXff_Huf -74,22461803,359.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1163.58,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.46
SprintzXff_Huf -75,22511438,373.31,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1184.4,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.51
SprintzXff_Huf -76,22485236,367.48,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1176.61,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.49
SprintzXff_Huf -77,22345599,358.73,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1193.72,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.35
SprintzXff_Huf -78,22577466,355.25,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1194.46,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.58
SprintzXff_Huf -79,22684011,370.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1184.84,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.68
SprintzXff_Huf -80,22076744,367.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,1202.21,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,22.08
SprintzXff -40,29685964,446.75,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2693.28,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.69
SprintzXff -41,30440521,434.83,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2576.31,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.44
SprintzXff -42,30723352,437.7,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2664.97,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.72
SprintzXff -43,30349540,434.69,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2719.23,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.35
SprintzXff -44,29685141,439.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2780.29,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.69
SprintzXff -45,30272584,434.44,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2790.28,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.27
SprintzXff -46,30583863,443.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2908.84,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.58
SprintzXff -47,30283424,446.03,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3009.74,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.28
SprintzXff -48,29684128,441.74,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2987.03,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -49,30141379,441.23,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2933.63,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.14
SprintzXff -50,30459696,436.51,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2969.9,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.46
SprintzXff -51,30223523,439.18,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3033.33,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.22
SprintzXff -52,29682800,442.97,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3056.81,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -53,30030024,449.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2974.16,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.03
SprintzXff -54,30353412,445.42,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3228.86,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.35
SprintzXff -55,30171200,447.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3072.8,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.17
SprintzXff -56,29680526,438.92,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3271.4,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -57,29940507,448.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3162.48,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.94
SprintzXff -58,30260064,442.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3207.31,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.26
SprintzXff -59,30124396,451.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3154.95,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.12
SprintzXff -60,29678430,447.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3314.06,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -61,29868170,451.4,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3227.25,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.87
SprintzXff -62,30172978,441.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3401.71,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.17
SprintzXff -63,30080216,454.19,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3328.99,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.08
SprintzXff -64,29675744,447.76,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3520.06,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -65,29808745,444.66,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2668.53,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.81
SprintzXff -66,30098048,444.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2784.29,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.1
SprintzXff -67,30041193,449.81,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2695.17,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.04
SprintzXff -68,29673317,440.63,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2849.61,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.67
SprintzXff -69,29756716,440.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2826.76,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.76
SprintzXff -70,30030737,438.98,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2907.21,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.03
SprintzXff -71,30001128,450.75,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2826.26,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,30.0
SprintzXff -72,29670126,448.73,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2989.72,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.67
SprintzXff -73,29716032,444.08,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2904.0,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.72
SprintzXff -74,29968896,451.7,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2977.33,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.97
SprintzXff -75,29965549,451.97,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2924.02,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.97
SprintzXff -76,29665924,436.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2943.49,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.67
SprintzXff -77,29679848,448.24,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2973.61,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.68
SprintzXff -78,29913656,452.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,2995.64,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.91
SprintzXff -79,29932540,449.88,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3024.47,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.93
SprintzXff -80,29660596,437.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u8_ratio=8.dat,3087.88,False,/synthetic/synth_100M_u8_ratio=8.dat,-1,10,8,c,100000000,29.66
SprintzXff_Huf_16b -1,36123751,411.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,497.35,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,18.06
SprintzXff_Huf_16b -2,36122445,469.23,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,593.56,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,18.06
SprintzXff_Huf_16b -3,49238156,382.48,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,695.56,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,24.62
SprintzXff_Huf_16b -4,43633138,445.01,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,846.49,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.82
SprintzXff_Huf_16b -5,48743454,370.02,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,856.54,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,24.37
SprintzXff_Huf_16b -6,44767742,408.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,912.63,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.38
SprintzXff_Huf_16b -7,48365865,419.06,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1018.68,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,24.18
SprintzXff_Huf_16b -8,45233577,444.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1102.02,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.62
SprintzXff_Huf_16b -9,47898065,409.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1061.77,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.95
SprintzXff_Huf_16b -10,45647112,427.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1134.25,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.82
SprintzXff_Huf_16b -11,47543197,423.25,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1180.71,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.77
SprintzXff_Huf_16b -12,46046478,452.84,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1223.29,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.02
SprintzXff_Huf_16b -13,47226980,420.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1193.85,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.61
SprintzXff_Huf_16b -14,46470118,436.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1245.63,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.24
SprintzXff_Huf_16b -15,46817277,488.97,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1250.54,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.41
SprintzXff_Huf_16b -16,46152785,536.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1290.81,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.08
SprintzXff_Huf_16b -17,46529376,534.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1159.96,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.26
SprintzXff_Huf_16b -18,46320680,531.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1197.16,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.16
SprintzXff_Huf_16b -19,46424320,546.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1164.09,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.21
SprintzXff_Huf_16b -20,46179391,545.49,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1207.43,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.09
SprintzXff_Huf_16b -21,46415255,534.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1211.33,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.21
SprintzXff_Huf_16b -22,46395850,540.37,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1238.11,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.2
SprintzXff_Huf_16b -23,45978930,533.4,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1253.74,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.99
SprintzXff_Huf_16b -24,46534624,548.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1263.29,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.27
SprintzXff_Huf_16b -25,46004331,533.01,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1266.04,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.0
SprintzXff_Huf_16b -26,46351176,541.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1288.5,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.18
SprintzXff_Huf_16b -27,46315669,544.48,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1263.66,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.16
SprintzXff_Huf_16b -28,46267353,531.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1288.53,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.13
SprintzXff_Huf_16b -29,45854914,542.17,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1300.42,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.93
SprintzXff_Huf_16b -30,46124168,542.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1294.96,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.06
SprintzXff_Huf_16b -31,46179640,539.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1315.27,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.09
SprintzXff_Huf_16b -32,45691235,543.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1358.3,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.85
