Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SprintzXff_Huf_16b -40,45416245,537.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1309.5,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.71
SprintzXff_Huf_16b -41,46091019,542.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1300.12,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.05
SprintzXff_Huf_16b -42,46601168,549.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1273.82,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.3
SprintzXff_Huf_16b -43,46194577,542.2,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1296.65,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.1
SprintzXff_Huf_16b -44,45636722,528.91,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1303.79,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.82
SprintzXff_Huf_16b -45,46613198,540.75,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1298.47,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.31
SprintzXff_Huf_16b -46,46293576,542.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1290.2,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.15
SprintzXff_Huf_16b -47,46108915,552.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1307.67,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.05
SprintzXff_Huf_16b -48,45868309,548.79,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1337.38,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.93
SprintzXff_Huf_16b -49,45760555,537.7,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1249.87,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.88
SprintzXff_Huf_16b -50,45639770,541.84,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1266.77,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.82
SprintzXff_Huf_16b -51,45650343,546.11,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1268.38,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.83
SprintzXff_Huf_16b -52,45697686,540.92,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1294.31,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.85
SprintzXff_Huf_16b -53,45835280,537.79,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1274.86,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.92
SprintzXff_Huf_16b -54,46008957,536.18,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1295.44,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.0
SprintzXff_Huf_16b -55,46222119,539.39,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1291.89,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.11
SprintzXff_Huf_16b -56,46477790,543.27,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1300.29,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.24
SprintzXff_Huf_16b -57,46779177,541.22,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1261.02,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.39
SprintzXff_Huf_16b -58,45502473,548.34,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1300.86,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.75
SprintzXff_Huf_16b -59,45979679,541.12,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1280.74,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.99
SprintzXff_Huf_16b -60,46448839,549.38,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1284.23,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.22
SprintzXff_Huf_16b -61,46925228,548.14,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1281.91,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.46
SprintzXff_Huf_16b -62,45818997,543.51,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1311.0,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.91
SprintzXff_Huf_16b -63,46417060,543.91,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1286.48,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.21
SprintzXff_Huf_16b -64,45150473,542.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1321.38,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.58
SprintzXff_Huf_16b -65,45986502,539.61,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1279.8,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.99
SprintzXff_Huf_16b -66,46712806,547.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1259.05,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.36
SprintzXff_Huf_16b -67,45618360,539.86,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1283.92,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.81
SprintzXff_Huf_16b -68,46487136,544.55,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1263.05,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.24
SprintzXff_Huf_16b -69,45351870,545.6,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1270.58,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.68
SprintzXff_Huf_16b -70,46364725,536.88,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1259.36,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.18
SprintzXff_Huf_16b -71,45234255,542.53,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1308.07,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.62
SprintzXff_Huf_16b -72,46349612,553.37,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1279.79,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.17
SprintzXff_Huf_16b -73,45252719,538.52,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1273.64,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.63
SprintzXff_Huf_16b -74,46448798,530.11,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1289.84,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.22
SprintzXff_Huf_16b -75,45418390,525.26,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1290.74,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.71
SprintzXff_Huf_16b -76,46645058,534.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1276.6,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.32
SprintzXff_Huf_16b -77,45727461,527.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1293.24,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.86
SprintzXff_Huf_16b -78,46946405,545.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1281.69,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.47
SprintzXff_Huf_16b -79,46096744,535.05,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1287.84,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,23.05
SprintzXff_Huf_16b -80,45019014,531.39,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,1341.17,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,22.51
SprintzXff_16b -40,54842224,738.59,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3283.77,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.42
SprintzXff_16b -41,54842854,724.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3132.9,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.42
SprintzXff_16b -42,54767082,727.98,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3188.04,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.38
SprintzXff_16b -43,54816236,748.06,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3163.14,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.41
SprintzXff_16b -44,54699484,740.13,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3240.79,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.35
SprintzXff_16b -45,54783528,719.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3294.67,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.39
SprintzXff_16b -46,54648918,744.5,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3283.85,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.32
SprintzXff_16b -47,54741622,740.26,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3350.81,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.37
SprintzXff_16b -48,54607968,727.69,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3539.14,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.3
SprintzXff_16b -49,54704670,747.37,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3001.34,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.35
SprintzXff_16b -50,54573016,723.4,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3131.33,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.29
SprintzXff_16b -51,54664230,739.62,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3135.54,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.33
SprintzXff_16b -52,54549656,754.82,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3245.96,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.27
SprintzXff_16b -53,54620108,726.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3116.8,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.31
SprintzXff_16b -54,54529672,742.16,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3216.86,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.26
SprintzXff_16b -55,54583316,733.0,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3278.61,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.29
SprintzXff_16b -56,54510832,753.62,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3296.52,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.26
SprintzXff_16b -57,54540568,735.44,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3129.44,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.27
SprintzXff_16b -58,54496412,726.93,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3210.64,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.25
SprintzXff_16b -59,54505180,737.63,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3281.55,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.25
SprintzXff_16b -60,54481712,742.82,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3285.05,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.24
SprintzXff_16b -61,54469110,724.47,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3283.43,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.23
SprintzXff_16b -62,54464980,732.29,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3309.7,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.23
SprintzXff_16b -63,54444194,729.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3276.02,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.22
SprintzXff_16b -64,54448848,747.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3421.92,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.22
SprintzXff_16b -65,54414888,740.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,2992.21,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.21
SprintzXff_16b -66,54431976,737.13,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3061.62,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.22
SprintzXff_16b -67,54396376,739.54,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3005.24,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.2
SprintzXff_16b -68,54414300,743.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3094.53,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.21
SprintzXff_16b -69,54373942,726.96,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3081.97,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.19
SprintzXff_16b -70,54394566,734.57,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3124.21,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.2
SprintzXff_16b -71,54358164,743.1,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3127.34,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.18
SprintzXff_16b -72,54376280,745.41,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3208.22,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.19
SprintzXff_16b -73,54341824,734.89,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3166.37,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.17
SprintzXff_16b -74,54358494,736.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3127.75,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.18
SprintzXff_16b -75,54325574,730.07,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3211.23,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.16
SprintzXff_16b -76,54338816,733.21,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3275.63,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.17
SprintzXff_16b -77,54318920,735.6,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3232.65,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.16
SprintzXff_16b -78,54321760,718.33,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3183.65,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.16
SprintzXff_16b -79,54305894,722.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3207.67,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.15
SprintzXff_16b -80,54300976,721.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3419.66,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,27.15
SprintzDelta_16b -40,43684088,1177.13,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3775.52,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.84
SprintzDelta_16b -41,43486446,1171.35,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3465.07,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.74
SprintzDelta_16b -42,43917898,1183.5,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3517.57,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.96
SprintzDelta_16b -43,43465964,1189.1,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3632.45,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.73
SprintzDelta_16b -44,43580204,1136.87,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3753.23,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.79
SprintzDelta_16b -45,43779176,1137.8,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3665.04,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.89
SprintzDelta_16b -46,43342726,1121.5,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3749.32,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.67
SprintzDelta_16b -47,43637718,1162.62,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3772.12,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.82
SprintzDelta_16b -48,43608632,1114.06,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3895.87,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.8
SprintzDelta_16b -49,43317486,1170.3,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3375.75,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.66
SprintzDelta_16b -50,43646128,1176.14,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3469.36,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.82
SprintzDelta_16b -51,43442070,1181.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3499.77,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.72
SprintzDelta_16b -52,43349680,1181.68,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3431.57,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.67
SprintzDelta_16b -53,43600204,1166.37,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3502.83,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.8
SprintzDelta_16b -54,43316776,1141.04,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3506.1,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.66
SprintzDelta_16b -55,43394532,1118.71,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3513.39,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.7
SprintzDelta_16b -56,43508328,1148.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3623.7,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.75
SprintzDelta_16b -57,43245760,1151.84,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3412.46,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.62
SprintzDelta_16b -58,43429716,1148.43,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3508.96,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.71
SprintzDelta_16b -59,43399548,1151.99,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3610.38,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.7
SprintzDelta_16b -60,43230792,1158.76,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3610.8,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.62
SprintzDelta_16b -61,43431774,1111.66,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3528.72,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.72
SprintzDelta_16b -62,43291988,1145.28,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3579.17,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.65
SprintzDelta_16b -63,43248682,1130.15,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3570.45,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.62
SprintzDelta_16b -64,43397864,1177.64,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3774.1,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.7
SprintzDelta_16b -65,43212640,1184.56,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3348.33,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.61
SprintzDelta_16b -66,43276688,1153.93,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3346.72,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.64
SprintzDelta_16b -67,43336096,1149.32,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3319.83,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.67
SprintzDelta_16b -68,43171508,1116.65,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3389.96,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.59
SprintzDelta_16b -69,43291406,1158.03,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3312.39,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.65
SprintzDelta_16b -70,43262582,1150.26,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3435.37,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.63
SprintzDelta_16b -71,43157548,1116.63,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3351.82,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.58
SprintzDelta_16b -72,43287232,1184.9,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3511.8,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.64
SprintzDelta_16b -73,43191872,1126.29,RAW_PATH:/Users/davis/Desktop/datasets/compress/synthetic/synth_100M_u16_ratio=8.dat,3381.9,False,/synthetic/synth_100M_u16_ratio=8.dat,-1,10,16,c,200000000,21.6
