Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,5558837440,4999.85,msrc_split,6047.98,300 files,-1,0,16,7,f,5558837440,None,2,100.0
SIMDBP128,1906562832,6907.83,msrc_split,8771.07,300 files,-1,0,16,7,f,5534728000,None,2,34.45
Simple8B,2083124184,2237.34,msrc_split,4628.27,300 files,-1,0,16,7,f,5529701120,None,2,37.67
