Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,1031401280,5045.83,msrc_split,5980.72,300 files,-1,0,8,3,f,1031401280,None,2,100.0
SIMDBP128,153832656,8062.8,msrc_split,9718.41,300 files,-1,0,8,3,f,1019280000,None,2,15.09
Simple8B,152292336,3413.44,msrc_split,4438.51,300 files,-1,0,8,3,f,1018298240,None,2,14.96
