Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,13681590080,4998.12,msrc_split,6279.99,300 files,-1,0,16,11,f,13681590080,None,2,100.0
SIMDBP128,4701587008,6885.53,msrc_split,9252.09,300 files,-1,0,16,11,f,13649368640,None,2,34.45
Simple8B,5154029912,2344.02,msrc_split,5104.48,300 files,-1,0,16,11,f,13688282880,None,2,37.65
