Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,16285559360,4957.98,msrc_split,7925.69,300 files,-1,0,16,12,f,16285559360,None,0,100.0
SIMDBP128,5598170688,6881.03,msrc_split,12216.5,300 files,-1,0,16,12,f,16255200640,None,0,34.44
Simple8B,6123842376,2384.13,msrc_split,6511.96,300 files,-1,0,16,12,f,16265684160,None,0,37.65
