Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,5558837440,4909.06,msrc_split,5647.35,300 files,-1,0,8,7,f,5558837440,None,1,100.0
SIMDBP128,832983552,8007.41,msrc_split,9472.63,300 files,-1,0,8,7,f,5534728000,None,1,15.05
Simple8B,825870120,3391.17,msrc_split,5443.83,300 files,-1,0,8,7,f,5529701120,None,1,14.94
