Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,11320374720,4908.77,msrc_split,5679.25,300 files,-1,0,8,10,f,11320374720,None,1,100.0
SIMDBP128,1694147712,7788.76,msrc_split,8127.9,300 files,-1,0,8,10,f,11254575040,None,1,15.05
Simple8B,1686437096,3288.38,msrc_split,5529.63,300 files,-1,0,8,10,f,11314112320,None,1,14.91
