Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio
Memcpy,22132977600,5068.7,msrc_split,7432.5,300 files,-1,0,8,14,f,22132977600,None,0,100.0
SIMDBP128,3331169808,8003.43,msrc_split,16241.49,300 files,-1,0,8,14,f,22144634880,None,0,15.04
Simple8B,3300433752,3142.05,msrc_split,6878.71,300 files,-1,0,8,14,f,22111791360,None,0,14.93
