Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Zstd -9,111293,36.82,ucr,235.27,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,74.74
Zlib -1,113455,30.33,ucr,129.58,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,76.19
Zlib -9,111805,19.34,ucr,133.59,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,75.08
Zstd -1,125817,205.58,ucr,197.68,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,83.24
Zstd -9,122274,36.23,ucr,218.42,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,80.9
Zlib -1,126286,27.47,ucr,109.74,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,83.55
Zlib -9,124366,20.97,ucr,119.89,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,82.28
Zstd -1,350093,147.4,ucr,236.15,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,70.34
Zstd -9,319670,29.77,ucr,126.47,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,64.22
Zlib -1,347825,39.74,ucr,149.11,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,69.88
